,zipcode,local,zip_trunck,count_CP,moyenne,mediane
2486,8920,Langemark,8920,9,739944.1111111111,215000.0
2487,8920,Poelkapelle,8920,9,739944.1111111111,215000.0
2488,8920,Bikschote,8920,9,739944.1111111111,215000.0
2489,8930,MENEN,8930,297,261245.51515151514,235000.0
2490,8930,Lauwe,8930,297,261245.51515151514,235000.0
2491,8930,Rekkem,8930,297,261245.51515151514,235000.0
2492,8940,Geluwe,8940,60,252112.65,209500.0
2493,8940,WERVIK,8940,60,252112.65,209500.0
2494,8950,HEUVELLAND,8950,13,238576.0,256999.0
2495,8950,Nieuwkerke,8950,13,238576.0,256999.0
2496,8951,Dranouter,8950,0,308949.73913043475,256999.0
2497,8952,Wulvergem,8950,0,308949.73913043475,256999.0
2498,8953,Wijtschate,8950,6,238576.0,256999.0
2499,8954,Westouter,8950,2,308949.73913043475,256999.0
2500,8956,Kemmel,8950,1,308949.73913043475,256999.0
2501,8957,MESSINES,8950,1,308949.73913043475,256999.0
2502,8958,Loker,8950,0,308949.73913043475,256999.0
2503,8970,Reningelst,8970,117,290722.6153846154,270000.0
2504,8970,POPERINGE,8970,117,290722.6153846154,270000.0
2505,8972,Proven,8970,9,290722.6153846154,270000.0
2506,8972,Krombeke,8970,9,290722.6153846154,270000.0
2507,8972,Roesbrugge-Haringe,8970,9,290722.6153846154,270000.0
2508,8978,Watou,8970,2,293789.3828125,270000.0
2509,8980,Beselare,8980,57,273804.649122807,264999.0
2510,8980,Zandvoorde,8980,57,273804.649122807,264999.0
2511,8980,Geluveld,8980,57,273804.649122807,264999.0
2512,8980,Passendale,8980,57,273804.649122807,264999.0
2513,8980,ZONNEBEKE,8980,57,273804.649122807,264999.0
2514,9000,GENT,9000,1201,460664.34804329724,375000.0
2515,9030,Mariakerke,9030,36,406222.0,365999.5
2516,9031,Drongen,9030,137,406222.0,365999.5
2517,9032,Wondelgem,9030,76,406222.0,365999.5
2518,9040,Sint-Amandsberg,9040,60,354390.65,334999.5
2519,9041,Oostakker,9040,35,354390.65,334999.5
2520,9042,Sint-Kruis-Winkel,9040,1,354130.9375,334999.5
2521,9042,Desteldonk,9040,1,354130.9375,334999.5
2522,9042,Mendonk,9040,1,354130.9375,334999.5
2523,9050,Gentbrugge,9050,106,351139.641509434,335000.0
2524,9050,Ledeberg,9050,106,351139.641509434,335000.0
2525,9051,Sint-Denijs-Westrem,9050,103,351139.641509434,335000.0
2526,9051,Afsnee,9050,103,351139.641509434,335000.0
2527,9052,Zwijnaarde,9050,49,351139.641509434,335000.0
2528,9060,ZELZATE,9060,71,269526.9014084507,264999.0
2529,9070,Heusden,9070,80,424794.0125,349450.0
2530,9070,DESTELBERGEN,9070,80,424794.0125,349450.0
2531,9075,CSM Gent X,9070,0,424794.0125,349450.0
2532,9080,Zeveneken,9080,63,394736.65079365077,332000.0
2533,9080,Beervelde,9080,63,394736.65079365077,332000.0
2534,9080,Zaffelare,9080,63,394736.65079365077,332000.0
2535,9080,LOCHRISTI,9080,63,394736.65079365077,332000.0
2536,9090,MELLE,9090,51,440441.0,310000.0
2537,9090,Gontrode,9090,51,440441.0,310000.0
2538,9099,Gent X,9090,0,440441.0,310000.0
2539,9100,Nieuwkerken-Waas,9100,432,313277.9212962963,280000.0
2540,9100,SINT-NIKLAAS,9100,432,313277.9212962963,280000.0
2541,9111,Belsele,9110,20,,
2542,9112,Sinaai-Waas,9110,18,,
2543,9120,BEVEREN-WAAS,9120,272,311159.44852941175,279000.0
2544,9120,Melsele,9120,272,311159.44852941175,279000.0
2545,9120,Haasdonk,9120,272,311159.44852941175,279000.0
2546,9120,Kallo,9120,272,311159.44852941175,279000.0
2547,9120,Vrasene,9120,272,311159.44852941175,279000.0
2548,9130,Verrebroek,9130,37,592913.9459459459,389000.0
2549,9130,Kallo,9130,37,592913.9459459459,389000.0
2550,9130,Doel,9130,37,592913.9459459459,389000.0
2551,9130,Kieldrecht,9130,37,592913.9459459459,389000.0
2552,9140,Tielrode,9140,98,334813.0816326531,281683.5
2553,9140,Steendorp,9140,98,334813.0816326531,281683.5
2554,9140,TEMSE,9140,98,334813.0816326531,281683.5
2555,9140,Elversele,9140,98,334813.0816326531,281683.5
2556,9150,Bazel,9150,47,283047.57446808513,273500.0
2557,9150,Rupelmonde,9150,47,283047.57446808513,273500.0
2558,9150,KRUIBEKE,9150,47,283047.57446808513,273500.0
2559,9160,Daknam,9160,183,329685.3387978142,299500.0
2560,9160,LOKEREN,9160,183,329685.3387978142,299500.0
2561,9160,Eksaarde,9160,183,329685.3387978142,299500.0
2562,9170,De Klinge,9170,38,301236.7894736842,279000.0
2563,9170,Sint-Pauwels,9170,38,301236.7894736842,279000.0
2564,9170,SINT-GILLIS-WAAS,9170,38,301236.7894736842,279000.0
2565,9170,Meerdonk,9170,38,301236.7894736842,279000.0
2566,9180,MOERBEKE-WAAS,9180,19,393236.7894736842,350000.0
2567,9185,WACHTEBEKE,9180,25,393236.7894736842,350000.0
2568,9190,Kemzeke,9190,82,329467.3658536585,289000.0
2569,9190,STEKENE,9190,82,329467.3658536585,289000.0
2570,9200,Schoonaarde,9200,316,299390.5,269000.0
2571,9200,DENDERMONDE,9200,316,299390.5,269000.0
2572,9200,Appels,9200,316,299390.5,269000.0
2573,9200,Baasrode,9200,316,299390.5,269000.0
2574,9200,Mespelare,9200,316,299390.5,269000.0
2575,9200,Oudegem,9200,316,299390.5,269000.0
2576,9200,Grembergen,9200,316,299390.5,269000.0
2577,9200,Sint-Gillis-Dendermonde,9200,316,299390.5,269000.0
2578,9220,Moerzeke,9220,173,294199.5433526012,249000.0
2579,9220,HAMME,9220,173,294199.5433526012,249000.0
2580,9230,Massemen,9230,156,288115.39743589744,257729.0
2581,9230,WETTEREN,9230,156,288115.39743589744,257729.0
2582,9230,Westrem,9230,156,288115.39743589744,257729.0
2583,9240,ZELE,9240,59,330017.0677966102,310000.0
2584,9250,WAASMUNSTER,9250,105,590927.2,540999.0
2585,9255,Opdorp,9250,188,590927.2,540999.0
2586,9255,BUGGENHOUT,9250,188,590927.2,540999.0
2587,9260,WICHELEN,9260,17,363927.82352941175,339000.0
2588,9260,Schellebelle,9260,17,363927.82352941175,339000.0
2589,9260,Serskamp,9260,17,363927.82352941175,339000.0
2590,9270,Kalken,9270,18,366491.5,296999.5
2591,9270,LAARNE,9270,18,366491.5,296999.5
2592,9280,LEBBEKE,9280,99,328441.0202020202,301844.0
2593,9280,Denderbelle,9280,99,328441.0202020202,301844.0
2594,9280,Wieze,9280,99,328441.0202020202,301844.0
2595,9290,Overmere,9290,43,321763.18604651163,319999.0
2596,9290,Uitbergen,9290,43,321763.18604651163,319999.0
2597,9290,BERLARE,9290,43,321763.18604651163,319999.0
2598,9300,AALST,9300,609,347819.4893267652,291500.0
2599,9308,Gijzegem,9300,15,347819.4893267652,291500.0
2600,9308,Hofstade,9300,15,347819.4893267652,291500.0
2601,9310,Herdersem,9310,57,314092.43859649124,295999.0
2602,9310,Meldert,9310,57,314092.43859649124,295999.0
2603,9310,Moorsel,9310,57,314092.43859649124,295999.0
2604,9310,Baardegem,9310,57,314092.43859649124,295999.0
2605,9320,Erembodegem,9320,76,376155.75,381230.0
2606,9320,Nieuwerkerken,9320,76,376155.75,381230.0
2607,9340,Oordegem,9340,147,379757.9319727891,298000.0
2608,9340,LEDE,9340,147,379757.9319727891,298000.0
2609,9340,Smetlede,9340,147,379757.9319727891,298000.0
2610,9340,Impe,9340,147,379757.9319727891,298000.0
2611,9340,Wanzele,9340,147,379757.9319727891,298000.0
2612,9400,Denderwindeke,9400,154,328599.87012987013,260000.0
2613,9400,Nederhasselt,9400,154,328599.87012987013,260000.0
2614,9400,Lieferinge,9400,154,328599.87012987013,260000.0
2615,9400,Appelterre-Eichem,9400,154,328599.87012987013,260000.0
2616,9400,Voorde,9400,154,328599.87012987013,260000.0
2617,9400,Okegem,9400,154,328599.87012987013,260000.0
2618,9400,NINOVE,9400,154,328599.87012987013,260000.0
2619,9401,Pollare,9400,0,335770.72,260000.0
2620,9402,Meerbeke,9400,20,328599.87012987013,260000.0
2621,9403,Neigem,9400,0,335770.72,260000.0
2622,9404,Aspelare,9400,1,335770.72,260000.0
2623,9406,Outer,9400,0,335770.72,260000.0
2624,9420,Burst,9420,46,302617.04347826086,278750.0
2625,9420,ERPE-MERE,9420,46,302617.04347826086,278750.0
2626,9420,Erpe,9420,46,302617.04347826086,278750.0
2627,9420,Erondegem,9420,46,302617.04347826086,278750.0
2628,9420,Vlekkem,9420,46,302617.04347826086,278750.0
2629,9420,Ottergem,9420,46,302617.04347826086,278750.0
2630,9420,Aaigem,9420,46,302617.04347826086,278750.0
2631,9420,Bambrugge,9420,46,302617.04347826086,278750.0
2632,9420,Mere,9420,46,302617.04347826086,278750.0
2633,9450,Denderhoutem,9450,154,313295.14285714284,267375.0
2634,9450,HAALTERT,9450,154,313295.14285714284,267375.0
2635,9450,Heldergem,9450,154,313295.14285714284,267375.0
2636,9451,Kerksken,9450,1,313564.20645161293,267375.0
2637,9470,DENDERLEEUW,9470,61,340507.8360655738,278999.0
2638,9472,Iddergem,9470,5,340507.8360655738,278999.0
2639,9473,Welle,9470,7,340507.8360655738,278999.0
2640,9500,Ophasselt,9500,181,258637.226519337,239000.0
2641,9500,GERAARDSBERGEN,9500,181,258637.226519337,239000.0
2642,9500,Zarlardinge,9500,181,258637.226519337,239000.0
2643,9500,Goeferdinge,9500,181,258637.226519337,239000.0
2644,9500,Onkerzele,9500,181,258637.226519337,239000.0
2645,9500,Overboelare,9500,181,258637.226519337,239000.0
2646,9500,Moerbeke,9500,181,258637.226519337,239000.0
2647,9500,Nederboelare,9500,181,258637.226519337,239000.0
2648,9500,Viane,9500,181,258637.226519337,239000.0
2649,9506,Idegem,9500,41,258637.226519337,239000.0
2650,9506,Smeerebbe-Vloerzegem,9500,41,258637.226519337,239000.0
2651,9506,Zandbergen,9500,41,258637.226519337,239000.0
2652,9506,Nieuwenhove,9500,41,258637.226519337,239000.0
2653,9506,Waarbeke,9500,41,258637.226519337,239000.0
2654,9506,Schendelbeke,9500,41,258637.226519337,239000.0
2655,9506,Grimminge,9500,41,258637.226519337,239000.0
2656,9520,Vlierzele,9520,23,287153.8695652174,285000.0
2657,9520,SINT-LIEVENS-HOUTEM,9520,23,287153.8695652174,285000.0
2658,9520,Zonnegem,9520,23,287153.8695652174,285000.0
2659,9520,Oombergen,9520,23,287153.8695652174,285000.0
2660,9520,Bavegem,9520,23,287153.8695652174,285000.0
2661,9521,Letterhoutem,9520,0,287153.8695652174,285000.0
2662,9550,Woubrechtegem,9550,52,340139.71153846156,286500.0
2663,9550,HERZELE,9550,52,340139.71153846156,286500.0
2664,9550,Sint-Lievens-Esse,9550,52,340139.71153846156,286500.0
2665,9550,Sint-Antelinks,9550,52,340139.71153846156,286500.0
2666,9550,Steenhuize-Wijnhuize,9550,52,340139.71153846156,286500.0
2667,9550,Hillegem,9550,52,340139.71153846156,286500.0
2668,9551,Ressegem,9550,8,340139.71153846156,286500.0
2669,9552,Borsbeke,9550,1,325777.9672131148,286500.0
2670,9570,LIERDE,9570,17,328105.82352941175,230000.0
2671,9570,Sint-Maria-Lierde,9570,17,328105.82352941175,230000.0
2672,9570,Deftinge,9570,17,328105.82352941175,230000.0
2673,9571,Hemelveerdegem,9570,0,328105.82352941175,230000.0
2674,9572,Sint-Martens-Lierde,9570,0,328105.82352941175,230000.0
2675,9600,RENAIX,9600,398,281209.8417085427,234500.0
2676,9620,Oombergen,9620,228,299499.5131578947,273668.5
2677,9620,Elene,9620,228,299499.5131578947,273668.5
2678,9620,Sint-Goriks-Oudenhove,9620,228,299499.5131578947,273668.5
2679,9620,Godveerdegem,9620,228,299499.5131578947,273668.5
2680,9620,ZOTTEGEM,9620,228,299499.5131578947,273668.5
2681,9620,Leeuwergem,9620,228,299499.5131578947,273668.5
2682,9620,Sint-Maria-Oudenhove,9620,228,299499.5131578947,273668.5
2683,9620,Velzeke-Ruddershove,9620,228,299499.5131578947,273668.5
2684,9620,Grotenberge,9620,228,299499.5131578947,273668.5
2685,9620,Strijpen,9620,228,299499.5131578947,273668.5
2686,9620,Erwetegem,9620,228,299499.5131578947,273668.5
2687,9630,Sint-Maria-Latem,9630,31,350945.67741935485,321113.0
2688,9630,Rozebeke,9630,31,350945.67741935485,321113.0
2689,9630,Sint-Blasius-Boekel,9630,31,350945.67741935485,321113.0
2690,9630,Dikkele,9630,31,350945.67741935485,321113.0
2691,9630,Paulatem,9630,31,350945.67741935485,321113.0
2692,9630,Hundelgem,9630,31,350945.67741935485,321113.0
2693,9630,Beerlegem,9630,31,350945.67741935485,321113.0
2694,9630,Meilegem,9630,31,350945.67741935485,321113.0
2695,9630,Roborst,9630,31,350945.67741935485,321113.0
2696,9630,Munkzwalm,9630,31,350945.67741935485,321113.0
2697,9630,Sint-Denijs-Boekel,9630,31,350945.67741935485,321113.0
2698,9630,ZWALM,9630,31,350945.67741935485,321113.0
2699,9636,Nederzwalm-Hermelgem,9630,1,375134.84375,321113.0
2700,9660,Everbeek,9660,81,297772.04938271607,290999.0
2701,9660,BRAKEL,9660,81,297772.04938271607,290999.0
2702,9660,Sint-Maria-Oudenhove,9660,81,297772.04938271607,290999.0
2703,9660,Nederbrakel,9660,81,297772.04938271607,290999.0
2704,9660,Elst,9660,81,297772.04938271607,290999.0
2705,9660,Zegelsem,9660,81,297772.04938271607,290999.0
2706,9660,Michelbeke,9660,81,297772.04938271607,290999.0
2707,9660,Opbrakel,9660,81,297772.04938271607,290999.0
2708,9661,Parike,9660,0,299012.1647058824,290999.0
2709,9667,HOREBEKE,9660,4,299012.1647058824,290999.0
2710,9667,Sint-Maria-Horebeke,9660,4,299012.1647058824,290999.0
2711,9667,Sint-Kornelis-Horebeke,9660,4,299012.1647058824,290999.0
2712,9680,Maarke-Kerkem,9680,12,487120.0,390730.0
2713,9680,MAARKEDAL,9680,12,487120.0,390730.0
2714,9680,Etikhove,9680,12,487120.0,390730.0
2715,9681,Nukerke,9680,0,480033.8461538461,390730.0
2716,9688,Schorisse,9680,1,480033.8461538461,390730.0
2717,9690,Kwaremont,9690,83,384752.8554216867,275000.0
2718,9690,Zulzeke,9690,83,384752.8554216867,275000.0
2719,9690,Berchem,9690,83,384752.8554216867,275000.0
2720,9690,KLUISBERGEN,9690,83,384752.8554216867,275000.0
2721,9690,Ruien,9690,83,384752.8554216867,275000.0
2722,9700,Melden,9700,443,338021.0519187359,287499.0
2723,9700,Edelare,9700,443,338021.0519187359,287499.0
2724,9700,Mullem,9700,443,338021.0519187359,287499.0
2725,9700,Bevere,9700,443,338021.0519187359,287499.0
2726,9700,Eine,9700,443,338021.0519187359,287499.0
2727,9700,OUDENAARDE,9700,443,338021.0519187359,287499.0
2728,9700,Mater,9700,443,338021.0519187359,287499.0
2729,9700,Volkegem,9700,443,338021.0519187359,287499.0
2730,9700,Ename,9700,443,338021.0519187359,287499.0
2731,9700,Ooike,9700,443,338021.0519187359,287499.0
2732,9700,Leupegem,9700,443,338021.0519187359,287499.0
2733,9700,Nederename,9700,443,338021.0519187359,287499.0
2734,9700,Heurne,9700,443,338021.0519187359,287499.0
2735,9700,Welden,9700,443,338021.0519187359,287499.0
2736,9750,Huise,9750,31,344459.1935483871,285000.0
2737,9750,Zingem,9750,31,344459.1935483871,285000.0
2738,9750,Ouwegem,9750,31,344459.1935483871,285000.0
2739,9770,KRUISEM,9770,23,332605.82608695654,275000.0
2740,9770,Kruishoutem,9770,23,332605.82608695654,275000.0
2741,9771,Nokere,9770,0,347093.57692307694,275000.0
2742,9772,Wannegem-Lede,9770,3,347093.57692307694,275000.0
2743,9790,Ooike,9790,7,389285.71428571426,335000.0
2744,9790,Elsegem,9790,7,389285.71428571426,335000.0
2745,9790,Petegem-Aan-De-Schelde,9790,7,389285.71428571426,335000.0
2746,9790,Wortegem,9790,7,389285.71428571426,335000.0
2747,9790,WORTEGEM-PETEGEM,9790,7,389285.71428571426,335000.0
2748,9790,Moregem,9790,7,389285.71428571426,335000.0
2749,9800,Vinkt,9800,236,326204.21186440677,288000.0
2750,9800,Grammene,9800,236,326204.21186440677,288000.0
2751,9800,Sint-Martens-Leerne,9800,236,326204.21186440677,288000.0
2752,9800,Astene,9800,236,326204.21186440677,288000.0
2753,9800,Petegem-Aan-De-Leie,9800,236,326204.21186440677,288000.0
2754,9800,Gottem,9800,236,326204.21186440677,288000.0
2755,9800,Wontergem,9800,236,326204.21186440677,288000.0
2756,9800,Zeveren,9800,236,326204.21186440677,288000.0
2757,9800,Bachte-Maria-Leerne,9800,236,326204.21186440677,288000.0
2758,9800,DEINZE,9800,236,326204.21186440677,288000.0
2759,9800,Meigem,9800,236,326204.21186440677,288000.0
2760,9810,NAZARETH,9810,95,422890.2315789474,338500.0
2761,9810,Eke,9810,95,422890.2315789474,338500.0
2762,9820,Bottelare,9820,161,385098.0,324500.0
2763,9820,MERELBEKE,9820,161,385098.0,324500.0
2764,9820,Lemberge,9820,161,385098.0,324500.0
2765,9820,Munte,9820,161,385098.0,324500.0
2766,9820,Schelderode,9820,161,385098.0,324500.0
2767,9820,Melsen,9820,161,385098.0,324500.0
2768,9830,SINT-MARTENS-LATEM,9830,173,454456.71676300577,310000.0
2769,9831,Deurle,9830,7,454456.71676300577,310000.0
2770,9840,Zevergem,9840,30,737809.4,372000.0
2771,9840,DE PINTE,9840,30,737809.4,372000.0
2772,9850,Merendree,9850,20,459596.6,432421.5
2773,9850,Landegem,9850,20,459596.6,432421.5
2774,9850,Poesele,9850,20,459596.6,432421.5
2775,9850,Vosselare,9850,20,459596.6,432421.5
2776,9850,Nevele,9850,20,459596.6,432421.5
2777,9850,Hansbeke,9850,20,459596.6,432421.5
2778,9860,Balegem,9860,29,326863.0689655172,312000.0
2779,9860,Landskouter,9860,29,326863.0689655172,312000.0
2780,9860,Gijzenzele,9860,29,326863.0689655172,312000.0
2781,9860,OOSTERZELE,9860,29,326863.0689655172,312000.0
2782,9860,Moortsele,9860,29,326863.0689655172,312000.0
2783,9860,Scheldewindeke,9860,29,326863.0689655172,312000.0
2784,9870,Machelen,9870,60,313913.11666666664,328456.0
2785,9870,Olsene,9870,60,313913.11666666664,328456.0
2786,9870,ZULTE,9870,60,313913.11666666664,328456.0
2787,9880,AALTER,9880,122,328726.89344262297,270000.0
2788,9880,Poeke,9880,122,328726.89344262297,270000.0
2789,9880,Lotenhulle,9880,122,328726.89344262297,270000.0
2790,9881,Bellem,9880,2,329783.9193548387,270000.0
2791,9890,GAVERE,9890,28,341386.78571428574,308500.0
2792,9890,Vurste,9890,28,341386.78571428574,308500.0
2793,9890,Semmerzake,9890,28,341386.78571428574,308500.0
2794,9890,Asper,9890,28,341386.78571428574,308500.0
2795,9890,Baaigem,9890,28,341386.78571428574,308500.0
2796,9890,Dikkelvenne,9890,28,341386.78571428574,308500.0
2797,9900,EEKLO,9900,246,313192.0,289860.5
2798,9910,Knesselare,9910,11,317818.1818181818,210000.0
2799,9910,Ursel,9910,11,317818.1818181818,210000.0
2800,9920,Lovendegem,9920,73,342385.0410958904,295000.0
2801,9921,Vinderhoute,9920,0,342385.0410958904,295000.0
2802,9930,LIEVEGEM,9930,17,414794.1176470588,365000.0
2803,9930,Zomergem,9930,17,414794.1176470588,365000.0
2804,9931,Oostwinkel,9930,0,414794.1176470588,365000.0
2805,9932,Ronsele,9930,0,414794.1176470588,365000.0
2806,9940,Kluizen,9940,172,327250.6104651163,299000.0
2807,9940,Ertvelde,9940,172,327250.6104651163,299000.0
2808,9940,Sleidinge,9940,172,327250.6104651163,299000.0
2809,9940,EVERGEM,9940,172,327250.6104651163,299000.0
2810,9950,Waarschoot,9950,16,323142.75,300733.0
2811,9960,ASSENEDE,9960,10,334400.0,310000.0
2812,9961,Boekhoute,9960,2,357340.9090909091,310000.0
2813,9968,Oosteeklo,9960,10,334400.0,310000.0
2814,9968,Bassevelde,9960,10,334400.0,310000.0
2815,9970,KAPRIJKE,9970,5,279202.4,288850.0
2816,9971,Lembeke,9970,17,279202.4,288850.0
2817,9980,SINT-LAUREINS,9980,7,303942.4285714286,292597.0
2818,9981,Sint-Margriete,9980,1,360430.53846153844,292597.0
2819,9982,Sint-Jan-In-Eremo,9980,1,360430.53846153844,292597.0
2820,9988,Waterland-Oudeman,9980,4,360430.53846153844,292597.0
2821,9988,Watervliet,9980,4,360430.53846153844,292597.0
2822,9990,MALDEGEM,9990,73,308747.602739726,265995.0
2823,9991,Adegem,9990,75,308747.602739726,265995.0
2824,9992,Middelburg,9990,0,291476.61486486485,265995.0
